project_id,mp_id,mp_name,state,constituency,mp_type,parliamentary_term,district,block,village,sector,sub_sector,project_name,recommended_amount,sanctioned_amount,funds_released,expenditure,unspent_balance,start_date,expected_completion_date,reported_progress_pct,work_status,data_type,risk_score,risk_level,cost_anomaly_score,progress_anomaly_score,delay_risk_score,duplicate_similarity_score,risk_reasons,risk_last_updated
P02681,MP048,Priya Joshi,Odisha,Sambalpur,Lok Sabha,18,District B,Block 2,Village Beta,Education,School Buildings,School Buildings Improvement at Village Beta,1697000,1645000,1458000,902000,556000,2025-02-22,2025-11-29,61.0,Stalled,SYNTHETIC_DEMO,43.6,MEDIUM,89.424,1.039,75.616,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02682,MP055,Arjun Nair,Gujarat,Ahmedabad West,Lok Sabha,18,District H,Block 8,Village Theta,Health,Medical Equipment,Medical Equipment Improvement at Village Theta,1323000,1386000,1031000,619000,412000,2025-07-15,2026-09-08,74.5,Ongoing,SYNTHETIC_DEMO,11.9,LOW,54.003,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02683,MP002,Rahul Singh,Karnataka,Mysuru,Lok Sabha,18,District A,Block 1,Village Alpha,Education,Laboratories,Laboratories Improvement at Village Alpha,1832000,1881000,1390000,521000,869000,2024-01-21,2024-08-05,52.6,Stalled,SYNTHETIC_DEMO,44.3,MEDIUM,91.027,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02684,MP009,Kavita Mehta,Bihar,Muzaffarpur,Lok Sabha,18,District A,Block 1,Village Alpha,Community Assets,Public Shelters,Public Shelters Improvement at Village Alpha,1651000,1693000,1693000,1459000,234000,2023-02-20,2024-07-25,33.9,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,81.099,62.734,100.0,0.0,Cost unusually high relative to peer projects | Expenditure is high relative to reported progress | Project duration/status indicates delay risk,2026-09-01
P02685,MP016,Amit Sharma,Uttar Pradesh,Lucknow East,Rajya Sabha,18,District F,Block 6,Village Zeta,Health,Community Clinics,Community Clinics Improvement at Village Zeta,636000,587000,514000,141000,373000,2025-11-17,2026-05-28,43.2,Delayed,SYNTHETIC_DEMO,0.0,LOW,0.0,0.0,26.301,0.0,Project duration/status indicates delay risk,2026-09-01
P02686,MP023,Suresh Joshi,Rajasthan,Kota,Lok Sabha,18,District E,Block 5,Village Epsilon,Water Supply,Borewells,Borewells Improvement at Village Epsilon,620000,604000,357000,193000,164000,2023-02-28,2024-09-18,78.5,Stalled,SYNTHETIC_DEMO,19.0,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02687,MP030,Deepak Nair,Telangana,Nizamabad,Lok Sabha,18,District A,Block 1,Village Alpha,Sanitation,Waste Management,Waste Management Improvement at Village Alpha,1240000,1196000,1048000,457000,591000,2024-09-16,2026-03-27,59.4,Delayed,SYNTHETIC_DEMO,21.1,LOW,21.139,0.0,43.288,0.0,Project duration/status indicates delay risk,2026-09-01
P02688,MP037,Vikram Singh,Tamil Nadu,Coimbatore,Lok Sabha,18,District G,Block 7,Village Eta,Sanitation,Solid Waste Facilities,Solid Waste Facilities Improvement at Village Eta,2340000,2417000,1506000,554000,952000,2024-11-25,2025-10-30,42.6,Stalled,SYNTHETIC_DEMO,46.0,MEDIUM,100.0,0.0,83.836,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02689,MP044,Manoj Mehta,West Bengal,Howrah,Lok Sabha,18,District F,Block 6,Village Zeta,Education,Libraries,Libraries Improvement at Village Zeta,741000,746000,514000,259000,255000,2024-12-14,2026-04-28,54.8,Delayed,SYNTHETIC_DEMO,0.9,LOW,0.0,0.0,34.521,0.0,Project duration/status indicates delay risk,2026-09-01
P02690,MP051,Neha Sharma,Maharashtra,Nashik Central,Rajya Sabha,18,District D,Block 4,Village Delta,Education,School Buildings,School Buildings Improvement at Village Delta,322000,338000,291000,154000,137000,2025-02-02,2025-08-21,66.5,Stalled,SYNTHETIC_DEMO,17.6,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02691,MP058,Pooja Joshi,Odisha,Bhubaneswar,Lok Sabha,18,District C,Block 3,Village Gamma,Health,Health Infrastructure,Health Infrastructure Improvement at Village Gamma,2460000,2574000,2433000,1542000,891000,2025-06-26,2026-03-26,86.8,Delayed,SYNTHETIC_DEMO,65.0,MEDIUM,100.0,0.0,43.562,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02692,MP005,Ravi Nair,Gujarat,Surat Rural,Lok Sabha,18,District C,Block 3,Village Gamma,Sanitation,Public Toilets,Public Toilets Improvement at Village Gamma,527000,523000,341000,261000,80000,2025-02-12,2025-10-30,36.4,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,48.168,83.836,0.0,Project duration/status indicates delay risk,2026-09-01
P02693,MP012,Nitin Singh,Karnataka,Hubballi,Lok Sabha,18,District C,Block 3,Village Gamma,Education,Classrooms,Classrooms Improvement at Village Gamma,250000,238000,157000,46000,111000,2022-12-23,2024-02-27,66.4,Stalled,SYNTHETIC_DEMO,26.7,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02694,MP019,Anita Mehta,Bihar,Patna Rural,Lok Sabha,18,District B,Block 2,Village Beta,Electricity,Street Lighting,Street Lighting Improvement at Village Beta,877000,842000,680000,426000,254000,2023-12-25,2024-08-15,46.2,Stalled,SYNTHETIC_DEMO,27.9,LOW,0.0,19.736,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02695,MP026,Meena Sharma,Uttar Pradesh,Varanasi Rural,Rajya Sabha,18,District H,Block 8,Village Theta,Electricity,Power Infrastructure,Power Infrastructure Improvement at Village Theta,720000,666000,594000,356000,238000,2024-06-19,2025-03-05,47.7,Stalled,SYNTHETIC_DEMO,22.3,LOW,0.0,14.679,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02696,MP033,Priya Joshi,Rajasthan,Udaipur,Lok Sabha,18,District C,Block 3,Village Gamma,Health,Health Centres,Health Centres Improvement at Village Gamma,1704000,1742000,1331000,595000,736000,2023-05-16,2024-02-06,93.2,Stalled,SYNTHETIC_DEMO,54.8,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02697,MP040,Arjun Nair,Telangana,Hyderabad Rural,Lok Sabha,18,District B,Block 2,Village Beta,Education,Libraries,Libraries Improvement at Village Beta,615000,615000,405000,170000,235000,2023-04-14,2024-03-10,77.7,Stalled,SYNTHETIC_DEMO,15.5,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02698,MP047,Rahul Singh,Tamil Nadu,Madurai,Lok Sabha,18,District G,Block 7,Village Eta,Electricity,Solar Lighting,Solar Lighting Improvement at Village Eta,742000,687000,587000,258000,329000,2022-10-02,2023-09-07,24.2,Stalled,SYNTHETIC_DEMO,30.2,LOW,0.0,23.703,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02699,MP054,Kavita Mehta,West Bengal,Malda,Lok Sabha,18,District B,Block 2,Village Beta,Water Supply,Borewells,Borewells Improvement at Village Beta,1816000,1688000,1193000,552000,641000,2024-12-03,2025-08-13,84.1,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,72.789,0.0,100.0,93.8,Cost unusually high relative to peer projects | Project duration/status indicates delay risk | Potential duplicate/near-duplicate project detected,2026-09-01
P02700,MP001,Amit Sharma,Maharashtra,Pune East,Rajya Sabha,18,District H,Block 8,Village Theta,Education,School Buildings,School Buildings Improvement at Village Theta,1279000,1279000,902000,629000,273000,2025-05-01,2026-09-06,58.4,Ongoing,SYNTHETIC_DEMO,18.1,LOW,50.987,13.601,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02701,MP008,Suresh Joshi,Odisha,Cuttack,Lok Sabha,18,District H,Block 8,Village Theta,Community Assets,Parks,Parks Improvement at Village Theta,253000,240000,201000,187000,14000,2025-12-29,2027-04-18,38.1,Ongoing,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,65.922,0.0,0.0,Expenditure is high relative to reported progress,2026-09-01
P02702,MP015,Deepak Nair,Gujarat,Vadodara,Lok Sabha,18,District D,Block 4,Village Delta,Electricity,Solar Pumps,Solar Pumps Improvement at Village Delta,863000,842000,696000,352000,344000,2022-10-14,2024-02-12,36.0,Stalled,SYNTHETIC_DEMO,22.6,LOW,0.0,17.49,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02703,MP022,Vikram Singh,Karnataka,Bengaluru North,Lok Sabha,18,District C,Block 3,Village Gamma,Water Supply,Borewells,Borewells Improvement at Village Gamma,919000,951000,616000,296000,320000,2024-06-27,2025-08-25,71.8,Stalled,SYNTHETIC_DEMO,16.3,LOW,4.624,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02704,MP029,Manoj Mehta,Bihar,Gaya,Lok Sabha,18,District C,Block 3,Village Gamma,Education,Laboratories,Laboratories Improvement at Village Gamma,1528000,1484000,1400000,271000,1129000,2025-03-29,2025-09-08,16.7,Stalled,SYNTHETIC_DEMO,40.6,MEDIUM,54.227,3.189,98.082,0.0,Project duration/status indicates delay risk,2026-09-01
P02705,MP036,Neha Sharma,Uttar Pradesh,Prayagraj,Rajya Sabha,18,District A,Block 1,Village Alpha,Education,Laboratories,Laboratories Improvement at Village Alpha,760000,704000,595000,232000,363000,2023-06-29,2025-06-11,43.1,Stalled,SYNTHETIC_DEMO,19.7,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02706,MP043,Pooja Joshi,Rajasthan,Jaipur Rural,Lok Sabha,18,District F,Block 6,Village Zeta,Water Supply,Water Tanks,Water Tanks Improvement at Village Zeta,565000,546000,545000,162000,383000,2024-04-11,2025-06-23,14.2,Stalled,SYNTHETIC_DEMO,27.1,LOW,0.0,18.63,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02707,MP050,Ravi Nair,Telangana,Warangal,Lok Sabha,18,District G,Block 7,Village Eta,Sanitation,Public Toilets,Public Toilets Improvement at Village Eta,301000,283000,195000,107000,88000,2022-09-06,2023-07-28,53.4,Stalled,SYNTHETIC_DEMO,27.7,LOW,0.0,1.766,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02708,MP057,Nitin Singh,Tamil Nadu,Salem,Lok Sabha,18,District A,Block 1,Village Alpha,Water Supply,Pipelines,Pipelines Improvement at Village Alpha,1358000,1260000,1112000,615000,497000,2022-06-30,2023-05-02,51.5,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,26.385,4.567,100.0,91.9,Project duration/status indicates delay risk | Potential duplicate/near-duplicate project detected,2026-09-01
P02709,MP004,Anita Mehta,West Bengal,Kolkata North,Lok Sabha,18,District B,Block 2,Village Beta,Education,Laboratories,Laboratories Improvement at Village Beta,692000,721000,560000,277000,283000,2024-02-25,2025-06-22,47.9,Stalled,SYNTHETIC_DEMO,19.9,LOW,0.0,1.877,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02710,MP011,Meena Sharma,Maharashtra,Nagpur Rural,Rajya Sabha,18,District G,Block 7,Village Eta,Community Assets,Parks,Parks Improvement at Village Eta,503000,468000,294000,115000,179000,2023-02-03,2024-02-19,84.5,Stalled,SYNTHETIC_DEMO,26.3,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02711,MP018,Priya Joshi,Odisha,Sambalpur,Lok Sabha,18,District H,Block 8,Village Theta,Education,Laboratories,Laboratories Improvement at Village Theta,837000,877000,526000,204000,322000,2022-06-11,2023-01-31,71.2,Delayed,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02712,MP025,Arjun Nair,Gujarat,Ahmedabad West,Lok Sabha,18,District C,Block 3,Village Gamma,Health,Medical Equipment,Medical Equipment Improvement at Village Gamma,1814000,1777000,1189000,980000,209000,2024-06-24,2026-03-05,81.9,Delayed,SYNTHETIC_DEMO,35.0,LOW,92.747,0.627,49.315,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02713,MP032,Rahul Singh,Karnataka,Mysuru,Lok Sabha,18,District H,Block 8,Village Theta,Electricity,Street Lighting,Street Lighting Improvement at Village Theta,503000,503000,417000,317000,100000,2022-09-17,2023-02-04,82.2,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02714,MP039,Kavita Mehta,Bihar,Muzaffarpur,Lok Sabha,18,District G,Block 7,Village Eta,Community Assets,Community Halls,Community Halls Improvement at Village Eta,2170000,2152000,1185000,886000,299000,2022-04-26,2023-01-05,66.2,Stalled,SYNTHETIC_DEMO,50.5,MEDIUM,100.0,10.282,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02715,MP046,Amit Sharma,Uttar Pradesh,Lucknow East,Rajya Sabha,18,District G,Block 7,Village Eta,Education,Classrooms,Classrooms Improvement at Village Eta,467000,442000,354000,233000,121000,2026-02-04,2027-08-13,82.4,Ongoing,SYNTHETIC_DEMO,0.0,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02716,MP053,Suresh Joshi,Rajasthan,Kota,Lok Sabha,18,District G,Block 7,Village Eta,Roads,Drainage Roads,Drainage Roads Improvement at Village Eta,1563000,1559000,969000,448000,521000,2024-08-13,2025-01-05,19.2,Stalled,SYNTHETIC_DEMO,47.3,MEDIUM,60.858,32.44,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02717,MP060,Deepak Nair,Telangana,Nizamabad,Lok Sabha,18,District C,Block 3,Village Gamma,Education,Laboratories,Laboratories Improvement at Village Gamma,1070000,998000,878000,502000,376000,2025-10-20,2026-05-16,51.0,Delayed,SYNTHETIC_DEMO,10.8,LOW,9.177,7.41,29.589,0.0,Project duration/status indicates delay risk,2026-09-01
P02718,MP007,Vikram Singh,Tamil Nadu,Coimbatore,Lok Sabha,18,District F,Block 6,Village Zeta,Sanitation,Solid Waste Facilities,Solid Waste Facilities Improvement at Village Zeta,305000,305000,249000,97000,152000,2024-11-25,2026-02-01,45.2,Delayed,SYNTHETIC_DEMO,12.7,LOW,0.0,0.0,58.082,0.0,Project duration/status indicates delay risk,2026-09-01
P02719,MP014,Manoj Mehta,West Bengal,Howrah,Lok Sabha,18,District B,Block 2,Village Beta,Electricity,Power Infrastructure,Power Infrastructure Improvement at Village Beta,339000,319000,261000,172000,89000,2023-04-02,2024-09-07,54.2,Stalled,SYNTHETIC_DEMO,20.1,LOW,0.0,14.04,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02720,MP021,Neha Sharma,Maharashtra,Nashik Central,Rajya Sabha,18,District B,Block 2,Village Beta,Sanitation,Solid Waste Facilities,Solid Waste Facilities Improvement at Village Beta,275000,265000,265000,179000,86000,2023-02-02,2023-05-10,69.1,Stalled,SYNTHETIC_DEMO,19.7,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02721,MP028,Pooja Joshi,Odisha,Bhubaneswar,Lok Sabha,18,District D,Block 4,Village Delta,Education,Libraries,Libraries Improvement at Village Delta,938000,927000,726000,541000,185000,2025-02-18,2027-02-07,75.0,Ongoing,SYNTHETIC_DEMO,0.0,LOW,18.045,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02722,MP035,Ravi Nair,Gujarat,Surat Rural,Lok Sabha,18,District G,Block 7,Village Eta,Community Assets,Market Sheds,Market Sheds Improvement at Village Eta,926000,894000,749000,244000,505000,2022-07-09,2024-01-25,77.9,Stalled,SYNTHETIC_DEMO,23.4,LOW,9.559,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02723,MP042,Nitin Singh,Karnataka,Hubballi,Lok Sabha,18,District B,Block 2,Village Beta,Education,School Buildings,School Buildings Improvement at Village Beta,561000,567000,526000,137000,389000,2024-12-28,2026-07-12,44.3,Ongoing,SYNTHETIC_DEMO,7.5,LOW,0.0,0.0,13.973,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02724,MP049,Anita Mehta,Bihar,Patna Rural,Lok Sabha,18,District F,Block 6,Village Zeta,Education,School Buildings,School Buildings Improvement at Village Zeta,848000,854000,674000,229000,445000,2023-08-30,2025-02-05,71.7,Stalled,SYNTHETIC_DEMO,16.2,LOW,6.354,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02725,MP056,Meena Sharma,Uttar Pradesh,Varanasi Rural,Rajya Sabha,18,District A,Block 1,Village Alpha,Education,Libraries,Libraries Improvement at Village Alpha,2706000,2687000,1567000,588000,979000,2025-04-16,2026-04-14,59.9,Delayed,SYNTHETIC_DEMO,39.6,LOW,100.0,0.0,38.356,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02726,MP003,Priya Joshi,Rajasthan,Udaipur,Lok Sabha,18,District F,Block 6,Village Zeta,Water Supply,Borewells,Borewells Improvement at Village Zeta,1001000,1000000,626000,346000,280000,2024-08-02,2024-11-17,75.5,Stalled,SYNTHETIC_DEMO,20.3,LOW,9.156,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02727,MP010,Arjun Nair,Telangana,Hyderabad Rural,Lok Sabha,18,District E,Block 5,Village Epsilon,Health,Community Clinics,Community Clinics Improvement at Village Epsilon,1110000,1045000,889000,280000,609000,2025-10-24,2026-02-27,26.6,Stalled,SYNTHETIC_DEMO,17.5,LOW,8.867,5.875,50.959,0.0,Project duration/status indicates delay risk,2026-09-01
P02728,MP017,Rahul Singh,Tamil Nadu,Madurai,Lok Sabha,18,District F,Block 6,Village Zeta,Sanitation,Public Toilets,Public Toilets Improvement at Village Zeta,673000,653000,642000,272000,370000,2026-05-08,2026-09-12,48.4,Ongoing,SYNTHETIC_DEMO,0.6,LOW,0.0,0.0,0.0,0.0,No dominant anomaly signal; routine monitoring,2026-09-01
P02729,MP024,Kavita Mehta,West Bengal,Malda,Lok Sabha,18,District D,Block 4,Village Delta,Sanitation,Solid Waste Facilities,Solid Waste Facilities Improvement at Village Delta,822000,806000,592000,428000,164000,2023-03-25,2023-09-17,80.1,Stalled,SYNTHETIC_DEMO,21.6,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02730,MP031,Amit Sharma,Maharashtra,Pune East,Rajya Sabha,18,District C,Block 3,Village Gamma,Sanitation,Public Toilets,Public Toilets Improvement at Village Gamma,2157000,2147000,2110000,1036000,1074000,2026-04-28,2026-12-22,25.8,Ongoing,SYNTHETIC_DEMO,37.2,LOW,100.0,27.959,0.0,0.0,Cost unusually high relative to peer projects,2026-09-01
P02731,MP038,Suresh Joshi,Odisha,Cuttack,Lok Sabha,18,District G,Block 7,Village Eta,Community Assets,Market Sheds,Market Sheds Improvement at Village Eta,2007000,1874000,1506000,431000,1075000,2023-10-15,2024-12-31,43.7,Stalled,SYNTHETIC_DEMO,55.3,MEDIUM,100.0,0.0,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02732,MP045,Deepak Nair,Gujarat,Vadodara,Lok Sabha,18,District H,Block 8,Village Theta,Health,Medical Equipment,Medical Equipment Improvement at Village Theta,876000,828000,722000,490000,232000,2022-06-23,2022-12-08,73.1,Stalled,SYNTHETIC_DEMO,21.4,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02733,MP052,Vikram Singh,Karnataka,Bengaluru North,Lok Sabha,18,District A,Block 1,Village Alpha,Education,Libraries,Libraries Improvement at Village Alpha,399000,380000,272000,91000,181000,2023-01-26,2025-01-08,31.8,Stalled,SYNTHETIC_DEMO,65.0,MEDIUM,0.0,1.987,100.0,92.4,Project duration/status indicates delay risk | Potential duplicate/near-duplicate project detected,2026-09-01
P02734,MP059,Manoj Mehta,Bihar,Gaya,Lok Sabha,18,District G,Block 7,Village Eta,Community Assets,Community Halls,Community Halls Improvement at Village Eta,2222000,2164000,1515000,314000,1201000,2025-02-13,2025-08-02,16.8,Stalled,SYNTHETIC_DEMO,51.6,MEDIUM,100.0,4.711,100.0,0.0,Cost unusually high relative to peer projects | Project duration/status indicates delay risk,2026-09-01
P02735,MP006,Neha Sharma,Uttar Pradesh,Prayagraj,Rajya Sabha,18,District G,Block 7,Village Eta,Education,Libraries,Libraries Improvement at Village Eta,958000,919000,806000,571000,235000,2024-06-29,2024-10-19,59.4,Stalled,SYNTHETIC_DEMO,27.1,LOW,17.17,13.732,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02736,MP013,Pooja Joshi,Rajasthan,Jaipur Rural,Lok Sabha,18,District B,Block 2,Village Beta,Water Supply,Borewells,Borewells Improvement at Village Beta,743000,744000,702000,363000,339000,2024-09-04,2025-04-01,62.3,Stalled,SYNTHETIC_DEMO,20.6,LOW,0.0,0.0,100.0,0.0,Project duration/status indicates delay risk,2026-09-01
P02737,MP020,Ravi Nair,Telangana,Warangal,Lok Sabha,18,District E,Block 5,Village Epsilon,Electricity,Solar Lighting,Solar Lighting Improvement at Village Epsilon,628000,632000,487000,340000,147000,2023-12-12,2025-12-01,88.2,Delayed,SYNTHETIC_DEMO,13.3,LOW,0.0,0.0,75.068,0.0,Project duration/status indicates delay risk,2026-09-01
P02738,MP027,Nitin Singh,Tamil Nadu,Salem,Lok Sabha,18,District A,Block 1,Village Alpha,Sanitation,Waste Management,Waste Management Improvement at Village Alpha,337000,315000,186000,68000,118000,2024-05-06,2026-03-14,39.0,Delayed,SYNTHETIC_DEMO,6.7,LOW,0.0,0.0,46.849,0.0,Project duration/status indicates delay risk,2026-09-01
